character,line,line_clean
Pickle Rick,"Well, there was so much more at stake. I mean, that shrink, what a monologuist.","Well, there was so much more at stake. I mean, that shrink, what a monologuist."
Pickle Rick,"Sweetie, could I get Get that syringe now?","Sweetie, could I get Get that syringe now?"
Pickle Rick,"Jesus. Jesus Christ. Therapists, man.","Jesus. Jesus Christ. Therapists, man."
Rick,"Man, I missed having hands and blood and a stomach.","Man, I missed having hands and blood and a stomach."
Rick,"Yeah, either one. Either one.","Yeah, either one. Either one."
Rick,"You'll never get away with this, Concerto.","You'll never get away with this, Concerto."
Rick,"This is it, Morty. We're goners. We're not getting out of this one. After everything we've been through, this is how we're gonna die. Make peace with your god.","This is it, Morty. We're goners. We're not getting out of this one. After everything we've been through, this is how we're gonna die. Make peace with your god."
Rick,"That, Morty, is why you don't go to therapy.","That, Morty, is why you don't go to therapy."
Rick,"Don't let any of those things get away, Morty. If their DNA gets into Earth's food chain, our entire species could be sterilized.","Don't let any of those things get away, Morty. If their DNA gets into Earth's food chain, our entire species could be sterilized."
Rick,"Great. Next time I need a species sterilized, who's gonna do it for me? You?","Great. Next time I need a species sterilized, who's gonna do it for me? You?"
Rick,"I refuse to answer a literal call to adventure, Morty. Let it go to voicemail!","I refuse to answer a literal call to adventure, Morty. Let it go to voicemail!"
Rick,"They're the writers of their own press releases, Morty! They're a bunch of drama queens that spend an hour talking and twenty minutes jumping around while shit blows up. They're a phase. We did one, it was the big event of that summer. Let it die.","They're the writers of their own press releases, Morty! They're a bunch of drama queens that spend an hour talking and twenty minutes jumping around while shit blows up. They're a phase. We did one, it was the big event of that summer. Let it die."
Rick,God... fuckin' dammit!  Fine! But don't say I didn't warn you.,God... fuckin' dammit! Fine! But don't say I didn't warn you.
Rick,"Whoops! Uh, Morty, you might want to freeze some sperm.","Whoops! Uh, Morty, you might want to freeze some sperm."
Rick,"Oh, that's Million Ants. I can't see the ants over here. It just assumed that was, uh, Turd Man. Wiggly Turd Man.","Oh, that's Million Ants. I can't see the ants over here. It just assumed that was, uh, Turd Man. Wiggly Turd Man."
Rick,"Uh, yeah, just a few more design notes.  Um, this guy. The, uh... The, uh...","Uh, yeah, just a few more design notes. Um, this guy. The, uh... The, uh..."
Rick,"Right, Crocubot. So, you're half-cold, unfeeling reptile, half-also cold, equally-unfeeling machine.","Right, Crocubot. So, you're half-cold, unfeeling reptile, half-also cold, equally-unfeeling machine."
Rick,"So, you're origin is what? Y-You fell into a vat of redundancy?","So, you're origin is what? Y-You fell into a vat of redundancy?"
Rick,"Well, let me check my list of powers and weaknesses. Ability to do anything... But only whenever I want... Yeah, that sounds like a job for me.","Well, let me check my list of powers and weaknesses. Ability to do anything... But only whenever I want... Yeah, that sounds like a job for me."
Rick,"Alan Rails, ladies and gentleman. After his parents' tragic death in a railroad accident, he gained the power to summon ghiost trains. It's not all bad, though. They were spared having to see their grown son wear a whistle!","Alan Rails, ladies and gentleman. After his parents' tragic death in a railroad accident, he gained the power to summon ghiost trains. It's not all bad, though. They were spared having to see their grown son wear a whistle!"
Rick,"Thanks, Noob-Noob! This guy gets it.","Thanks, Noob-Noob! This guy gets it."
Rick,"Uh, I was also late because of my drinking and metioned it to zero applause.","Uh, I was also late because of my drinking and metioned it to zero applause."
Rick,Did he say he never forgets a kid?,Did he say he never forgets a kid?
Rick,"I guess he found his crowd. Pretty toothless stuff, guys.","I guess he found his crowd. Pretty toothless stuff, guys."
Rick,"I hope you're happy with the adventure so far, Morty. These guys are even lamer than last time.","I hope you're happy with the adventure so far, Morty. These guys are even lamer than last time."
Rick,"Yikes. Yeah, things did feel less diverse in there.","Yikes. Yeah, things did feel less diverse in there."
Rick,"Don't worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like it's mind-blowing.","Don't worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like it's mind-blowing."
Rick,"Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?","Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?"
Rick,"Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?"
Rick,"Why? Morty,  I defeat gagoos more powerful than these guys every week.","Why? Morty, I defeat gagoos more powerful than these guys every week."
Rick,"Oh, please. They just call themselves heroes so they can...","Oh, please. They just call themselves heroes so they can..."
Rick,Huh... no accounting for taste. I'm gonna go get a drink.,Huh... no accounting for taste. I'm gonna go get a drink.
Rick,"Uh, my God, that's better.","Uh, my God, that's better."
Rick,"Hey, I can't help if I can't see.","Hey, I can't help if I can't see."
Rick,"Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!","Really? You don't say. You would have used a ghost train? Hey, everybody, the ghost train guy would have used a ghost train!"
Rick,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?"
Rick,"Little extra  snippy this morning, aren't you?","Little extra snippy this morning, aren't you?"
Rick,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?"
Rick,"Ooh, real scared. Real fucking on alert, high alwrt over here.","Ooh, real scared. Real fucking on alert, high alwrt over here."
Rick,"Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!"
Rick,"All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?"
Rick,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.","Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."
Rick,"Welp, it's official. I had too much to drink last night.","Welp, it's official. I had too much to drink last night."
Rick,"Obviously, I came here last night during a blackout.","Obviously, I came here last night during a blackout."
Rick,"Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours."
Rick,"Morty I'm a drunk, not a hack.","Morty I'm a drunk, not a hack."
Rick,"Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this."
Rick,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.","Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps."
Rick,"What part of ""blackout"" don't you understand? I thought you drank?","What part of ""blackout"" don't you understand? I thought you drank?"
Rick,Because my epidermis is laced with a nanofiber defense mesh.,Because my epidermis is laced with a nanofiber defense mesh.
Rick,"And because, like I said, I don't remember last night.","And because, like I said, I don't remember last night."
Rick,"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train.","Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train."
Rick,"Uh, I kind of am. I saved the goddamn universe.","Uh, I kind of am. I saved the goddamn universe."
Rick,"Ahh, it would've been if I hadn't.","Ahh, it would've been if I hadn't."
Rick,"Huh, I'm seeing more croc than bot here.","Huh, I'm seeing more croc than bot here."
Rick,"You know,  I could have made a device to detect Doomnomitron from orbit like  that.","You know, I could have made a device to detect Doomnomitron from orbit like that."
Rick,"W-What? In w--In w-w-what--In what way? Like, w-w-what's my point?","W-What? In w--In w-w-what--In what way? Like, w-w-what's my point?"
Rick,"So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place.","So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place."
Rick,"I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and...","I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and..."
Rick,"Morty, how many of these...?","Morty, how many of these...?"
Rick,"Man, I am really getting high-roaded today.","Man, I am really getting high-roaded today."
Rick,Where the fuck is the lead wire?!,Where the fuck is the lead wire?!
Rick,"Jesus Christ, what a shitty neutrino bomb. it's a miracle I actually every destroy anything.","Jesus Christ, what a shitty neutrino bomb. it's a miracle I actually every destroy anything."
Rick,"Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit.","Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit."
Rick,"I know. Everyone wants people they like to be right. That's why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can a eat a double-decker shit sandwich.  Disarmed.","I know. Everyone wants people they like to be right. That's why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can a eat a double-decker shit sandwich. Disarmed."
Rick,Oof! Didn't see that comin'.,Oof! Didn't see that comin'.
Rick,"Oh, come on, maybe a couple of them, but definitely not the train guy.","Oh, come on, maybe a couple of them, but definitely not the train guy."
Rick,I could--It could be Morty.,I could--It could be Morty.
Rick,"Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got.","Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got."
Rick,"Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or...","Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."
Rick,"W--Dude, Morty, what happened i...?","W--Dude, Morty, what happened i...?"
Rick,"Yeah, I feel safer already.","Yeah, I feel safer already."
Rick,"I'll say, we are gettin' some good licks in while choking to death.","I'll say, we are gettin' some good licks in while choking to death."
Rick,"Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad.","Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad."
Rick,"Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here.","Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here."
Rick,Who the fuck is Noob-Noob?,Who the fuck is Noob-Noob?
Rick,"Alright, Morty. You ready for our adventure to the lost city of Atlantis?","Alright, Morty. You ready for our adventure to the lost city of Atlantis?"
Rick,"What are you, stupid? We’re done with the Citadel of Ricks. I was  never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot.","What are you, stupid? We’re done with the Citadel of Ricks. I was never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot."
Rick,You don’t have to be a dick.,You don’t have to be a dick.
Rick,"Well, you can keep wondering that while we go on our fun, fresh, self-contained adventure to Atlantis.  Anyone continuing to explore the Citadel is either stupid, or one of the unfortunate millions held hostage by their terrible ideas.","Well, you can keep wondering that while we go on our fun, fresh, self-contained adventure to Atlantis. Anyone continuing to explore the Citadel is either stupid, or one of the unfortunate millions held hostage by their terrible ideas."
Cop Rick,"Oh! S-sorry, I was expecting--","Oh! S-sorry, I was expecting--"
Cop Rick,"Look, I’m just saying. Makes me a little sad to hear a Morty cop calling Mortys “animals”.","Look, I’m just saying. Makes me a little sad to hear a Morty cop calling Mortys “animals”."
Cop Rick,"Well, I’m glad to know there’s more like me.","Well, I’m glad to know there’s more like me."
Cop Rick,Fifth and ? That’s Mortytown.,Fifth and ? That’s Mortytown.
Cop Rick,"Any mutations? Augmentations? Three eyes, a tail, maybe a buzzcut?","Any mutations? Augmentations? Three eyes, a tail, maybe a buzzcut?"
Cop Rick,Do you realize how many codes you just violated?,Do you realize how many codes you just violated?
Cop Rick,Is this what I think it is?,Is this what I think it is?
Cop Rick,"He stabbed me! He got me bad, Morty.","He stabbed me! He got me bad, Morty."
Cop Rick,You were right…  Everything I learned in the academy was--,You were right… Everything I learned in the academy was--
Cop Rick,Why is there a crib in here?,Why is there a crib in here?
Cop Rick,"Boy, I got us knee-deep in paperwork, huh?","Boy, I got us knee-deep in paperwork, huh?"
Cop Rick,"No thank you, and bad math.","No thank you, and bad math."
Cop Rick,"M-m-my partner. Morty, you're right. Mortytown is bad, but that doesn't mean that we have to be.","M-m-my partner. Morty, you're right. Mortytown is bad, but that doesn't mean that we have to be."
Cop Rick,"Big Morty, you're under arrest.","Big Morty, you're under arrest."
Cop Rick,"If you do, I'll talk.","If you do, I'll talk."
Cop Rick,"You told me to put my faith in the right Morty. I got faith in you, partner. Do the right thing.","You told me to put my faith in the right Morty. I got faith in you, partner. Do the right thing."
Cop Rick,Same old story. Ricks killing Mortys.,Same old story. Ricks killing Mortys.
Cop Rick,Why am I still here? I already confessed to everything.,Why am I still here? I already confessed to everything.
Cop Rick,But... I violated at least a dozen departmental codes!,But... I violated at least a dozen departmental codes!
Rick,"Whoa!! Hahaha, yeah! Atlantis, baby!","Whoa!! Hahaha, yeah! Atlantis, baby!"
Rick,Got some of that mermaid puss!,Got some of that mermaid puss!
Rick,"Pssh! Not at all, Morty. That place will never have any bearing over our lives ever again. Unlike that mermaid puss! Yeah!! We're going back for seconds! We're gonna do that shit every week, man! That was Atlantis!","Pssh! Not at all, Morty. That place will never have any bearing over our lives ever again. Unlike that mermaid puss! Yeah!! We're going back for seconds! We're gonna do that shit every week, man! That was Atlantis!"
